"wavenumber k","h h N=63.2","nt_h h N=63.2"
8.1126390529941773e+02,1.5878624708387321e-16,-5.0315222093433844e-07
8.5194496616550930e+02,1.5878625018283365e-16,-3.6377336065700274e-07
8.9466599047922875e+02,1.5878624157703269e-16,-3.1438604294431721e-07
9.3952927279187475e+02,1.5878624463540890e-16,3.8706469188375087e-07
9.8664223724431713e+02,1.5878624786334317e-16,-2.9809139377260079e-07
1.0361176947917340e+03,1.5878623924725689e-16,-3.9732141316118402e-07
1.0880741133269580e+03,1.5878624243507916e-16,4.0682984254772169e-07
1.1426359013492363e+03,1.5878624578952579e-16,-2.0457852572234543e-07
1.1999337058576396e+03,1.5878623717103766e-16,-4.7789493328299503e-07
1.2601047251824216e+03,1.5878624048128426e-16,-3.3766284928285107e-07
1.3232930375033993e+03,1.5878623205232393e-16,-2.9502448094773527e-07
1.3896499458419780e+03,1.5878623532963472e-16,4.1109740268572560e-07
1.4593343403529032e+03,1.5878623877216970e-16,-1.9474523337982764e-07
1.5325130787832322e+03,1.5878623033015683e-16,-4.5833218881825749e-07
1.6093613860095377e+03,1.5878623373344807e-16,-3.2081208398443811e-07
1.6900632736100072e+03,1.5878622548526567e-16,-2.7206550724807052e-07
1.7748119804761157e+03,1.5878622884910543e-16,4.2591988790233579e-07
1.8638104355188918e+03,1.5878623237368974e-16,-2.5658544705434733e-07
1.9572717435777245e+03,1.5878622410971454e-16,-3.5532751085760605e-07
2.0554196956952042e+03,1.5878622759420535e-16,4.4490937415425458e-07
2.1584893049798416e+03,1.5878623124264409e-16,-1.6435565235317902e-07
2.2667273693397788e+03,1.5878622296198431e-16,-4.3710763262327926e-07
2.3803930624349423e+03,1.5878622656506829e-16,-2.9821257396070004e-07
2.4997585542626571e+03,1.5878621847195833e-16,-2.4947711711705218e-07
2.6251096628627124e+03,1.5878622202950571e-16,4.4956507324295376e-07
2.7567465387023535e+03,1.5878622574994218e-16,-2.2990154545931506e-07
2.8949843833799700e+03,1.5878621763371816e-16,-3.2557476121892708e-07
3.0401542043683685e+03,1.5878622130601904e-16,4.0465069048406856e-07
3.1926036076048745e+03,1.5878622514170799e-16,-9.1389794809737749e-08
3.3526976298260929e+03,1.5878621699717491e-16,-3.0715497044271238e-07
3.5208196126403254e+03,1.5878622078052085e-16,-2.6797888590848881e-07
3.6973721204306075e+03,1.5878621282052119e-16,-1.3612002623714727e-06
