"wavenumber k","h h N=63.2","nt_h h N=63.2"
4.3503207736267130e-01,1.0875675229622008e-16,1.6249742773882657e-07
4.5684688546924079e-01,1.0875675236807221e-16,1.4263441531945260e-07
4.7975560337577605e-01,1.0875675317605182e-16,-7.4274813961432592e-07
5.0381308550247716e-01,1.0875674475974710e-16,-8.7476225974016203e-07
5.2907693696015445e-01,1.0875674520598653e-16,1.8660818854055890e-07
5.5560765148439739e-01,1.0875674576763453e-16,1.6974010012097087e-07
5.8346875628649120e-01,1.0875674631217992e-16,-7.6613629547998266e-07
6.1272696416792405e-01,1.0875673792763299e-16,-8.8215790961337583e-07
6.4345233326272089e-01,1.0875673829778895e-16,1.7061942481376616e-07
6.7571843479010030e-01,1.0875673871554345e-16,1.3929549740858604e-07
7.0960252921913902e-01,1.0875673919198840e-16,-7.9440917172389129e-07
7.4518575126726128e-01,1.0875673062161285e-16,-8.0185965442023663e-07
7.8255330417553348e-01,1.0875673113297300e-16,9.3999098836667214e-08
8.2179466372594578e-01,1.0875673147853455e-16,-7.0655014149524123e-07
8.6300379248920023e-01,1.0875672306179901e-16,-9.8358273897263698e-07
9.0627936481601723e-01,1.0875672246747900e-16,1.5366122799629256e-07
9.5172500311069264e-01,1.0875672386877583e-16,2.5817766841707295e-07
9.9944952595266201e-01,1.0875672436839859e-16,-7.6838227541667022e-07
1.0495672086601904e+00,1.0875671593731970e-16,-8.9263178578109115e-07
1.1021980569201046e+00,1.0875671634610632e-16,1.8498075922839445e-07
1.1574680941387652e+00,1.0875671688442258e-16,1.6122333372883519e-07
1.2155096632023357e+00,1.0875671736271036e-16,-7.8046335419298897e-07
1.2764617433689078e+00,1.0875670891633505e-16,-8.8224019848965865e-07
1.3404702830512718e+00,1.0875670937398515e-16,2.0100728868696729e-07
1.4076885492871760e+00,1.0875670988828771e-16,1.5780534638190353e-07
1.4782774947338693e+00,1.0875671047311264e-16,-9.0547669154416308e-07
1.5524061430656921e+00,1.0875670063899601e-16,-9.3779255134759810e-07
1.6302519936975424e+00,1.0875670114809471e-16,1.0725856130804679e-07
1.7120014468033102e+00,1.0875670171762827e-16,-6.5187691885112092e-07
1.7978502496469886e+00,1.0875669340542614e-16,-8.7784095396769702e-07
1.8880039652951823e+00,1.0875669385256711e-16,1.8365928847139700e-07
1.9826784648333424e+00,1.0875669443942290e-16,1.7927847128172397e-07
2.0821004442643214e+00,1.0875669505545711e-16,-7.5282100060336779e-07
2.1865079673269574e+00,1.0875668673504362e-16,-8.6198131758143492e-07
2.2961510355344510e+00,1.0875668726507889e-16,2.0091337607344732e-07
2.4112921867974806e+00,1.0875668786162076e-16,1.8320092315840049e-07
2.5322071240654389e+00,1.0875668852368448e-16,-7.4961620655982198e-07
2.6591853754910799e+00,1.0875668019692680e-16,-8.6806550796040568e-07
2.7925309876992888e+00,1.0875668077674300e-16,2.2378553955613953e-07
2.9325632538200321e+00,1.0875668142209883e-16,2.8595654608510555e-07
3.0796174780287200e+00,1.0875668321564825e-16,-7.3791766293391721e-07
3.2340457784246643e+00,1.0875667380294098e-16,-8.8481288024406472e-07
3.3962179301701108e+00,1.0875667443543384e-16,1.1927537798553777e-07
3.5665222509087111e+00,1.0875667513036239e-16,-6.2981841981374942e-07
3.7453665305835697e+00,1.0875666693968576e-16,-8.4141703191217661e-07
3.9331790078812725e+00,1.0875666764051353e-16,2.2489923900067000e-07
4.1304093956399850e+00,1.0875666839734075e-16,2.0897497205620909e-07
4.3375299576769351e+00,1.0875666915918944e-16,-7.2489424463176102e-07
4.5550366396137134e+00,1.0875666103387280e-16,-8.2104966575750433e-07
4.7834502564071437e+00,1.0875666177479008e-16,2.6925400972635541e-07
5.0233177394292063e+00,1.0875666262485601e-16,1.6003566006675687e-07
5.2752134460821667e+00,1.0875666371815615e-16,-7.1505672260424151e-07
5.5397405350847135e+00,1.0875665448892924e-16,-8.4646832635193938e-07
5.8175324107222224e+00,1.0875665525125840e-16,-2.8124689115514504e-08
6.1092542395193563e+00,1.0875665615372405e-16,6.5144395244363192e-07
